Lead	City	Current Category	Make	Model	Variant	Make Year	Fuel Type	Transmission Type	Mileage	Ownership	Procurement Price
23622736	Ahmedabad	assured	Kia	Seltos	GTX Plus 1.5 Turbo Petrol DCT	2023	petrol	automatic	31977	1	1320530
23391705	Bangalore	budget	Hyundai	Elite i20	Sportz Plus 1.2 Dual Tone	2019	petrol	manual	93029	1	510000
23624884	Delhi	budget	Maruti Suzuki	Baleno	Zeta 1.2	2018	petrol	manual	63281	1	365000
23386253	Bangalore	assured	Hyundai	Elite i20	Asta 1.2 (O)	2017	petrol	manual	48125	1	532000
24129394	Delhi	assured	Kia	Seltos	GTX Plus 1.4 DCT	2022	petrol	automatic	23064	1	1250000
23828359	Delhi	assured	Skoda	Slavia	Ambition 1.0L TSI MT	2022	petrol	manual	29761	1	769000
22377281	Coimbatore	budget	Tata	Altroz	XZ Diesel	2021	diesel	manual	92753	1	536000
10537704	Jaipur	assured	Maruti Suzuki	Swift	VXI	2023	petrol	manual	3940	2	552000
24727284	Delhi	budget	Maruti Suzuki	Celerio	VXi CNG	2015	cng	manual	67737	1	190000
24993293	Mumbai	assured	Maruti Suzuki	XL6	Alpha AT Petrol	2023	petrol	automatic	9620	1	1111000
25031673	Bangalore	assured	Maruti Suzuki	Eeco	5 STR WITH A/C+HTR	2021	petrol	manual	15272	1	435000
24956908	Chennai	assured	Maruti Suzuki	Swift	ZXi	2014	petrol	manual	80154	1	330000
24989831	Bangalore	budget	Maruti Suzuki	Alto K10	VXi	2012	petrol	manual	51642	2	180000
22973416	Mumbai	assured	Maruti Suzuki	Baleno	Alpha Petrol + CNG (Outside Fitted)	2019	cng	manual	39664	1	500000
8554885	Delhi	auction	Hyundai	Venue	SX 1.5 CRDI	2020	diesel	manual	47041	2	610500
22076834	Delhi	budget	Maruti Suzuki	Dzire	ZXi CNG	2022	cng	manual	57732	1	595000
22203795	Mumbai	luxury	Jeep	Compass	Night Eagle 2.0 Diesel	2020	diesel	manual	65784	2	1100000
17211732	Bangalore	auction	Maruti Suzuki	Dzire	ZXi Plus	2017	petrol	manual	28004	1	540000
21369766	Mumbai	luxury	Mercedes-Benz	GLA	200	2021	petrol	automatic	48681	1	2600000
24351461	Hyderabad	budget	Mahindra	KUV100	K8 D 6 STR Dual Tone	2017	diesel	manual	75296	2	240000
24266229	Delhi	budget	Renault	Kwid	RXT 1.0	2024	petrol	manual	8204	2	262000
24626157	Coimbatore	assured	Hyundai	Venue	SX 1.0 Turbo iMT	2022	petrol	manual	70106	1	695000
24429770	Visakhapatnam	assured	Hyundai	Creta	SX (O) 1.5 Diesel AT Knight Edition	2023	diesel	automatic	72297	1	1500000
24464719	Mumbai	assured	Maruti Suzuki	Baleno	Zeta	2021	petrol	manual	24891	1	517000
24676845	Kochi	budget	Maruti Suzuki	Celerio	VXi AMT	2017	petrol	automatic	49964	3	272000
24854553	Pune	budget	Kia	Seltos	HTX 1.5	2020	petrol	manual	107552	1	725000
24840774	Bangalore	assured	Hyundai	Xcent	S 1.2 (O)	2014	petrol	manual	58232	1	315000
24675993	Bangalore	budget	Hyundai	Grand i10	Magna 1.2 Kappa VTVT	2014	petrol	manual	23040	2	300000
23286944	Mumbai	budget	Maruti Suzuki	Baleno	Delta 1.2 AT	2018	petrol	automatic	86815	1	400000
23535740	Jaipur	luxury	Jaguar	XE	Portfolio	2016	petrol	automatic	35688	2	1310000
24122994	Kolkata	assured	Maruti Suzuki	Alto 800	Lxi	2016	petrol	manual	46253	1	145000
24020461	Pune	assured	Hyundai	Elite i20	Sportz 1.2	2016	petrol	manual	29865	1	390000
24059518	Bangalore	budget	Hyundai	Grand i10	Asta 1.2 Kappa VTVT	2019	petrol	manual	53743	2	406000
23794755	Chennai	assured	Volkswagen	Polo	Highline Plus 1.0L TSI	2020	petrol	manual	73717	1	510000
19880249	Delhi	auction	Ford	Ikon	1.3 EXi	2003	petrol	manual	95000	1	30000
21864814	Delhi	budget	Renault	Kiger	RXZ Turbo CVT	2022	petrol	automatic	40141	1	651000
21863019	Delhi	auction	Tata	Hexa	XT 4x2 6 STR	2017	diesel	manual	66564	1	439000
21798744	Chennai	auction	Maruti Suzuki	Ritz	Zxi BS-IV	2011	petrol	manual	28762	2	160000
21898347	Chennai	assured	Renault	Duster	85 PS RXZ 4X2 MT	2016	diesel	manual	76674	1	470000
25111026	Chandigarh	assured	Hyundai	Eon	Magna +	2018	petrol	manual	25438	1	240000
25114410	Delhi	auction	Maruti Suzuki	Celerio	ZXi (O) AMT	2018	petrol	automatic	135771	2	220000
25149790	Pune	assured	Mahindra	XUV700	AX 7 Petrol AT 7 STR	2021	petrol	automatic	68924	1	1350000
15257370	Lucknow	assured	Honda	City	ZX CVT	2017	petrol	automatic	61234	1	625000
22389897	Pune	budget	Maruti Suzuki	Swift	ZXI	2012	petrol	manual	69791	1	265000
22306932	Delhi	assured	Hyundai	New Santro 1.1	Magna Executive CNG	2021	petrol+cng	manual	50477	1	365000
22255679	Lucknow	budget	Honda	Amaze	VX MT 1.2 Petrol	2022	petrol	manual	48012	1	511000
22024738	Lucknow	auction	Hyundai	i10	Magna 1.2 Kappa2	2012	petrol	manual	78771	1	108000
20588589	Delhi	budget	Nissan	Magnite	XV Premium Turbo CVT	2022	petrol	automatic	19377	2	620000
23570254	Mumbai	assured	Maruti Suzuki	Ciaz	ZXI+	2015	petrol	manual	80485	1	354000
23582493	Bangalore	assured	Hyundai	New Santro 1.1	Magna	2019	petrol	manual	23364	1	375000
23416885	Pune	budget	Ford	EcoSport	Titanium 1.5 TDCi (Opt)	2014	diesel	manual	138806	1	365000
23794130	Delhi	assured	Maruti Suzuki	Swift	ZXi	2022	petrol	manual	57600	1	478000
23868899	Delhi	budget	Tata	Nexon	XZA Plus (O)	2021	petrol	automatic	89520	1	540000
23768972	Hyderabad	assured	Renault	Kiger	RXT (O) Turbo MT	2023	petrol	manual	21852	1	635500
24465632	Hyderabad	assured	Tata	Punch	Adventure Rhythm AMT	2024	petrol	automatic	22022	1	610000
22034397	Bangalore	budget	Honda	Jazz	S AT	2015	petrol	automatic	71784	2	258000
24367629	Bangalore	assured	Maruti Suzuki	Alto K10	VXi	2018	petrol	manual	16443	1	303000
24456770	Hyderabad	budget	Maruti Suzuki	Celerio	ZXi Plus	2024	petrol	manual	27205	2	452000
24496291	Hyderabad	budget	Honda	Brio	S MT	2013	petrol	manual	57623	1	195000
24374729	Chennai	budget	Kia	Seltos	GTX Plus 1.5 Diesel AT	2022	diesel	automatic	91185	1	1165000
24461474	Hyderabad	budget	Hyundai	Venue	SX 1.0 Turbo	2021	petrol	manual	77820	2	533000
21373052	Lucknow	budget	Ford	EcoSport	Trend 1.5 TDCi	2015	diesel	manual	85845	1	274000
24917215	Chennai	assured	Renault	Triber	RXZ	2019	petrol	manual	57148	1	405000
24927402	Pune	assured	Ford	EcoSport	Titanium 1.5L Ti-VCT	2015	petrol	manual	66422	1	315000
25021141	Kolkata	assured	Hyundai	i10	Sportz 1.1 iRDE2	2015	petrol	manual	25059	1	197000
24775600	Mumbai	assured	Nissan	Magnite	XL	2022	petrol	manual	13741	1	460000
24956893	Lucknow	assured	Tata	Nexon	Creative Plus (S) 1.5 Diesel 6MT Dark Edition	2024	diesel	manual	23783	1	890000
25070494	Pune	assured	Maruti Suzuki	Ciaz	Zeta 1.4 MT	2018	petrol	manual	52658	1	500000
25062863	Pune	assured	Maruti Suzuki	Baleno	Zeta	2021	petrol	manual	42992	1	530000
20389855	Bangalore	luxury	Jaguar	XF	2.0L Diesel Prestige	2017	diesel	automatic	42000	1	1350000
20226595	Kochi	assured	Honda	Amaze	1.2 S i-VTEC	2015	petrol	manual	59027	1	310000
22147339	Hyderabad	assured	Maruti Suzuki	Celerio	ZXi Plus	2022	petrol	manual	36682	1	475000
22012091	Pune	assured	Tata	Hexa	XT 4x2 7 STR	2019	diesel	manual	29521	1	885000
22161434	Hyderabad	assured	Hyundai	Tucson	Signature 2.0 AT Petrol	2022	petrol	automatic	18892	1	2025000
21102923	Mumbai	auction	Renault	Duster	85 PS RxL Diesel	2013	diesel	manual	84737	3	150001
21479771	Delhi	assured	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2019	petrol	manual	33778	1	365000
21475070	Delhi	auction	Mahindra	XUV 300	W4 Diesel	2021	diesel	manual	91348	1	511000
25019382	Chennai	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2014	petrol	manual	111362	1	260000
24971661	Chennai	auction	Ford	Figo	Duratorq Diesel EXI 1.4	2011	diesel	manual	75978	2	83000
24967907	Delhi	auction	Hyundai	i10	Sportz 1.2 Kappa2	2012	petrol	manual	75094	2	75000
25001789	Chennai	assured	Hyundai	Grand i10	Sportz AT 1.2 Kappa VTVT	2019	petrol	automatic	41291	1	465000
24713085	Mumbai	assured	Maruti Suzuki	Wagon R	LXI 1.0 CNG	2025	cng	manual	7581	1	510000
24929576	Chennai	budget	Maruti Suzuki	Alto 800	Lxi	2014	petrol	manual	28145	1	205000
24756011	Coimbatore	assured	Tata	Altroz	XZ Plus (S) Diesel	2024	diesel	manual	21585	1	755000
24707991	Pune	assured	Maruti Suzuki	Brezza	ZXi AT	2024	petrol	automatic	11071	1	1064000
24908349	Delhi	auction	Maruti Suzuki	Ciaz	ZDi+ SHVS	2017	diesel	manual	106113	2	310000
24705825	Bangalore	auction	Volkswagen	Polo	GT TSI	2015	petrol	automatic	48432	2	500000
24880508	Coimbatore	assured	Maruti Suzuki	Alto 800	Lxi	2016	petrol	manual	32505	1	249000
24998724	Hyderabad	auction	Toyota	Etios	VX	2011	petrol	manual	49775	1	175000
24941545	Kochi	auction	Maruti Suzuki	Alto	LX BS-III	2006	petrol	manual	133280	4	31000
21948499	Delhi	budget	Ford	EcoSport	Titanium 1.5L Ti-VCT	2018	petrol	manual	41287	1	440000
25121172	Hyderabad	assured	Maruti Suzuki	Swift	VDi AMT	2018	diesel	automatic	75615	2	460000
22652995	Ahmedabad	assured	Kia	Sonet	HTX 1.0 iMT	2021	petrol	manual	43034	1	634000
22557795	Ahmedabad	assured	Kia	Sonet	HTX Plus 1.0 iMT	2023	petrol	manual	16432	2	780000
22694971	Kolkata	budget	Renault	Kwid	RXT 1.0 Opt	2021	petrol	manual	38704	1	297000
23096834	Kochi	budget	Nissan	Micra	XL	2013	petrol	manual	77345	3	216000
23140056	Delhi	budget	Hyundai	Xcent	SX AT 1.2 (O)	2015	petrol	automatic	74934	3	199000
21845182	Delhi	assured	Hyundai	Creta	1.6 SX OPT VTVT	2018	petrol	manual	51676	1	680000
21244282	Lucknow	budget	Maruti Suzuki	Wagon R 1.0	VXi 1.0	2021	petrol	manual	114785	1	346000
25019588	Delhi	assured	Hyundai	Elite i20	Asta 1.2 AT	2018	petrol	automatic	41999	1	425000
10460189	Kolkata	auction	Datsun	Go Plus	T Petrol + CNG ( Outside Fitted )	2015	petrol+cng	manual	119383	1	91000
24540995	Delhi	budget	Renault	Kwid	RXT Opt	2018	petrol	manual	39986	2	175000
24196067	Chennai	auction	Hyundai	Aura	S 1.2 AMT CRDi	2020	diesel	automatic	93331	1	400000
24568926	Ahmedabad	auction	Skoda	Kushaq	Style 1.5L TSI DSG	2022	petrol	automatic	23165	1	810000
24577983	Pune	assured	Hyundai	Elite i20	Asta 1.2	2017	petrol	manual	75396	1	410000
24295615	Mumbai	assured	Renault	Kiger	RXZ AMT Dual Tone	2022	petrol	automatic	49234	1	470000
24209197	Pune	budget	Hyundai	Grand i10	Magna 1.2 Kappa VTVT	2018	petrol	manual	62515	1	335000
24298931	Bangalore	auction	Maruti Suzuki	Eeco	5 STR WITH A/C+HTR	2011	petrol	manual	84125	3	147700
24589312	Jaipur	auction	Maruti Suzuki	Fronx	Sigma 1.2L MT	2023	petrol	manual	42242	1	552000
24575602	Hyderabad	budget	Renault	Kwid	RXL 1.0	2021	petrol	manual	39612	2	260000
24625172	Bangalore	budget	Hyundai	i20	Magna 1.2	2012	petrol	manual	40753	1	238000
24393805	Delhi	auction	Maruti Suzuki	Vitara Brezza	ZDi	2018	diesel	manual	102110	1	420000
19856663	Delhi	budget	Honda	WR-V	VX MT Petrol	2019	petrol	manual	53218	1	435000
21771907	Mumbai	auction	Honda	Amaze	VX AT Petrol+cng(outside fitted)	2013	petrol+cng	automatic	105967	2	148000
21719656	Mumbai	assured	Mahindra	Scorpio N	Z8 L Petrol AT 7 STR	2023	petrol	automatic	30441	1	1720000
25182092	Ahmedabad	auction	Volkswagen	Vento	Highline Diesel	2013	diesel	manual	128292	3	95000
22490292	Ahmedabad	auction	Ford	Figo	Ambiente 1.5 TDCi	2015	diesel	manual	172300	2	121000
17061833	Delhi	assured	Hyundai	Creta	S 1.5 Petrol iMT	2022	petrol	manual	24287	1	985000
24276581	Delhi	budget	Tata	Nano	Twist XT	2015	petrol	manual	35876	3	60000
24417833	Indore	auction	Hyundai	i10	Sportz 1.1 iRDE2	2015	petrol	manual	54253	1	185000
24526478	Bangalore	auction	Renault	Duster	85 PS RxL Diesel	2014	diesel	manual	98559	1	398000
24402143	Mumbai	auction	Tata	Zest	XM Petrol	2015	petrol	manual	83751	1	142000
24259638	Delhi	assured	Tata	Harrier	XT	2021	diesel	manual	42692	1	790000
24305533	Hyderabad	budget	Maruti Suzuki	Grand Vitara	Delta Smart Hybrid	2023	petrol	manual	50827	2	800000
24614263	Pune	budget	Maruti Suzuki	Swift	ZXi Plus	2021	petrol	manual	75442	1	521000
24623342	Visakhapatnam	assured	Tata	Altroz	XT Petrol	2021	petrol	manual	52095	1	450000
24494703	Bangalore	auction	Hyundai	i10	Magna 1.2	2009	petrol	manual	166726	1	100000
21045404	Bangalore	auction	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2015	petrol	manual	16898	1	250000
25173046	Bangalore	assured	Maruti Suzuki	Swift	ZXi AMT	2024	petrol	automatic	9011	1	716000
22277089	Ahmedabad	assured	Mahindra	Thar	LX Hard Top Petrol AT 4WD	2021	petrol	automatic	30439	1	975000
22432329	Ahmedabad	budget	Ford	EcoSport	Titanium+ 1.5L TDCi	2015	diesel	manual	91871	1	354500
22801651	Delhi	budget	Honda	Jazz	V Petrol	2016	petrol	manual	49298	2	290000
22503641	Delhi	assured	Tata	Nexon	XZ Plus (O)	2020	petrol	manual	29479	2	543000
22707231	Delhi	assured	Honda	City	V	2016	petrol	manual	44916	1	410000
22806925	Delhi	assured	Kia	Seltos	GTX Plus 1.4	2019	petrol	manual	33851	1	970000
25106059	Hyderabad	assured	Renault	Kwid	RXT	2015	petrol	manual	69643	1	167000
24392705	Kolkata	assured	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT	2019	petrol	manual	36973	2	322000
24294609	Hyderabad	assured	Hyundai	Grand i10 Nios	Asta AMT 1.2 Kappa VTVT	2023	petrol	automatic	11752	1	635000
24496073	Kolkata	assured	Maruti Suzuki	Dzire	ZXi AGS	2022	petrol	automatic	29328	1	545000
24352259	Chandigarh	assured	Maruti Suzuki	Ciaz	Alpha Hybrid 1.5	2018	petrol	manual	43354	1	446000
24160896	Delhi	assured	Maruti Suzuki	Swift	VXi	2019	petrol	manual	56036	1	370000
23770974	Delhi	assured	Maruti Suzuki	Wagon R 1.0	VXi 1.0	2021	petrol	manual	29521	1	387000
24094982	Kolkata	assured	Tata	Tigor	XE	2021	petrol	manual	39610	1	317000
23925190	Delhi	assured	Honda	City	VX Petrol	2023	petrol	manual	48629	1	877000
23872922	Jaipur	assured	Maruti Suzuki	Alto 800	LXi	2016	petrol	manual	38053	1	220000
22647823	Jaipur	assured	Volkswagen	Virtus	Highline 1.0 TSI AT	2022	petrol	automatic	40084	1	985000
22787730	Delhi	budget	Kia	Sonet	GTX Plus 1.0 DCT	2021	petrol	automatic	108189	2	678200
22657408	Delhi	budget	Honda	Amaze	1.2 VX i-VTEC	2015	petrol	manual	83779	2	260000
22583462	Ahmedabad	assured	Honda	Jazz	ZX CVT	2021	petrol	automatic	43682	1	586000
23031055	Delhi	budget	Honda	Amaze	1.2 S i-VTEC Opt	2017	petrol	manual	35675	3	235000
25103425	Pune	budget	Maruti Suzuki	Alto 800	Lxi CNG	2014	cng	manual	50506	1	180000
23452121	Kochi	budget	Nissan	Micra Active	XV Safety Pack	2013	petrol	manual	64400	2	185000
23887869	Mumbai	assured	Renault	Kwid	1.0 RXT AMT Opt	2019	petrol	automatic	21790	1	265000
24146116	Pune	assured	Renault	Kwid	RXT 1.0 SCE Edition	2017	petrol	manual	39570	1	220000
23770948	Lucknow	assured	Tata	Tiago	XTA iCNG	2025	cng	automatic	4922	1	568000
24056497	Delhi	assured	MG Motors	Hector	Shine 1.5 Petrol Turbo CVT	2022	petrol	automatic	30786	2	947000
24237790	Ahmedabad	assured	Ford	EcoSport	Trend 1.5L TDCi	2015	diesel	manual	72902	1	305000
24213901	Bangalore	assured	Kia	Seltos	HTX IVT 1.5	2020	petrol	automatic	64482	1	930000
22276270	Delhi	budget	Tata	Nexon	XZ Plus (O)	2021	petrol	manual	65868	1	610000
21994607	Delhi	assured	Honda	City	V	2015	petrol	manual	83101	1	333000
23304481	Chandigarh	assured	Hyundai	Aura	S 1.2 CNG	2021	cng	manual	59110	1	435000
23295500	Delhi	budget	Ford	EcoSport	Titanium + 1.5L Ti-VCT	2018	petrol	manual	74149	1	460000
18056611	Lucknow	auction	Tata	Altroz	XZ Plus 1.5	2022	diesel	manual	21890	1	658000
22694103	Chennai	budget	Ford	EcoSport	Titanium 1.5L TDCi	2021	diesel	manual	112163	1	666000
22459729	Bangalore	auction	Mahindra	KUV100	K2 6 STR	2016	petrol	manual	56469	1	259000
24841170	Lucknow	budget	Maruti Suzuki	Ignis	Alpha 1.2 AMT	2020	petrol	automatic	55962	2	310000
24710282	Lucknow	assured	Tata	Curvv	Accomplished S 1.2 Revotron Petrol 6MT	2024	petrol	manual	23262	1	1036000
24839770	Chandigarh	assured	Hyundai	Elite i20	Sportz 1.2	2018	petrol	manual	68045	1	395000
25024862	Kolkata	budget	Hyundai	Xcent	SX	2018	petrol	manual	60441	2	265000
24753430	Hyderabad	assured	Hyundai	Xcent	SX 1.2 (O)	2014	petrol	manual	86212	1	280000
24650857	Hyderabad	assured	Hyundai	Verna	SX 1.6 VTVT	2018	petrol	manual	62756	1	540000
25105906	Bangalore	budget	Maruti Suzuki	Alto K10	VXi	2013	petrol	manual	45111	1	184000
25089398	Lucknow	assured	Hyundai	Elite i20	Sportz 1.2	2015	petrol	manual	69875	1	250000
22119279	Pune	budget	Renault	Duster	RXZ 1.5 Petrol MT	2021	petrol	manual	36499	1	770000
12977985	Chennai	assured	Hyundai	Creta	SX OPT Turbo DCT Petrol	2020	petrol	automatic	77839	1	1171900
24968255	Delhi	assured	Maruti Suzuki	Ignis	Zeta 1.2 MT	2022	petrol	manual	21588	1	440000
24919018	Bangalore	assured	Hyundai	Grand i10 Nios	Asta AMT 1.2 Kappa VTVT	2020	petrol	automatic	52560	1	517000
24638912	Pune	assured	Hyundai	Grand i10	Asta 1.2 Kappa VTVT	2018	petrol	manual	20288	1	402000
24859729	Bangalore	assured	Tata	Nano	Twist XT	2015	petrol	manual	44494	1	131000
24742037	Delhi	budget	Ford	Figo	Trend 1.2 Ti-VCT	2016	petrol	manual	72815	2	192000
23373573	Delhi	budget	Honda	City	ZX Petrol MT	2023	petrol	manual	55978	1	900000
23312633	Pune	assured	Nissan	Magnite	XV Turbo CVT	2022	petrol	automatic	33619	1	668000
23541669	Pune	budget	Hyundai	New Santro 1.1	Sportz CNG	2019	petrol+cng	manual	118282	1	325000
23461459	Delhi	assured	Maruti Suzuki	Ertiga	VXI	2017	petrol	manual	51004	1	490000
23544559	Bangalore	budget	Maruti Suzuki	Ignis	Zeta 1.2 AMT	2017	petrol	automatic	58539	3	331000
23973259	Bangalore	assured	Maruti Suzuki	Swift	ZXi	2019	petrol	manual	25891	1	470000
24054719	Pune	budget	Tata	Nano	XM	2017	cng	manual	63433	2	124000
24001204	Visakhapatnam	budget	Maruti Suzuki	Dzire	VDi AMT	2018	diesel	automatic	97356	1	526000
24114382	Lucknow	budget	Hyundai	Santro	Magna	2022	petrol	manual	35846	2	340000
23941462	Chandigarh	assured	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT	2021	petrol	manual	15239	2	390000
24196578	Delhi	budget	Renault	Kwid	RXT 1.0 (O)	2022	petrol	manual	48241	1	270000
24515336	Chennai	budget	Maruti Suzuki	Swift	VXi	2013	petrol	manual	31423	2	290000
24296772	Bangalore	assured	Maruti Suzuki	Baleno	Alpha AGS	2023	petrol	automatic	36329	1	727000
24381256	Kolkata	assured	Maruti Suzuki	Baleno	Alpha 1.2	2018	petrol	manual	19934	1	440000
24556991	Visakhapatnam	budget	Hyundai	Elite i20	Era 1.2	2019	petrol	manual	100814	1	341000
22005721	Mumbai	assured	Tata	Tigor	Revotron XZ+ CNG	2022	petrol+cng	manual	28710	1	592000
20980393	Ahmedabad	budget	Tata	Zest	XT Diesel	2016	diesel	manual	100943	1	272000
21878902	Chennai	assured	Tata	Altroz	XZ Plus Turbo	2022	petrol	manual	17453	1	683000
21079929	Lucknow	assured	Maruti Suzuki	Baleno	Alpha MT	2023	petrol	manual	15439	1	690000
24733676	Hyderabad	assured	Maruti Suzuki	Baleno	Alpha Automatic	2019	petrol	automatic	37585	1	510000
25060913	Kolkata	assured	Honda	City	SV	2016	petrol	manual	22751	1	295000
24659204	Bangalore	assured	Hyundai	Elite i20	Sportz 1.2	2015	petrol	manual	34447	1	432000
25042714	Delhi	assured	Hyundai	Creta	S 1.5 Petrol	2022	petrol	manual	40885	1	820000
24498098	Hyderabad	budget	Maruti Suzuki	Swift	VXi	2014	petrol	manual	96568	1	260000
24577171	Delhi	budget	Maruti Suzuki	Wagon R	LXi 1.0 CNG	2019	cng	manual	78732	1	310000
24310088	Delhi	assured	Maruti Suzuki	Baleno	Zeta 1.2 AT	2016	petrol	automatic	86876	1	315000
22717969	Delhi	assured	Hyundai	Verna	SX 1.6 VTVT	2018	petrol	manual	69958	1	550000
23499562	Hyderabad	assured	Maruti Suzuki	Grand Vitara	Zeta Plus Intelligent Hybrid eCVT	2024	hybrid	automatic	23743	1	1510000
23735282	Hyderabad	assured	Tata	Punch	Creative Dual Tone	2022	petrol	manual	58598	1	595000
23444685	Delhi	assured	Tata	Altroz	XZ Petrol+cng(outside fitted)	2023	cng	manual	38148	1	582000
23398658	Jaipur	budget	Maruti Suzuki	Dzire	ZXi Plus	2017	petrol	manual	52578	1	480000
23787210	Delhi	budget	Tata	Harrier	XZ Plus Dual Tone	2021	diesel	manual	80337	1	870000
23973304	Lucknow	assured	Maruti Suzuki	Vitara Brezza	ZDi Plus	2016	diesel	manual	76970	1	410000
24125476	Chennai	budget	Hyundai	i10	Sportz 1.1 iRDE2	2015	petrol	manual	76615	2	226000
23974603	Delhi	assured	Maruti Suzuki	Swift Dzire	VXI	2014	petrol	manual	59023	1	202500
10722537	Mumbai	budget	Nissan	Terrano	XV Premium AMT	2018	diesel	automatic	78181	1	759000
22321932	Delhi	assured	Kia	Sonet	HTX Plus 1.0 iMT	2021	petrol	manual	14561	1	790000
24469236	Pune	assured	Tata	Tiago	Revotron XZA	2018	petrol	automatic	26867	1	387000
24472099	Delhi	budget	Maruti Suzuki	Alto 800	VXi	2020	petrol	manual	15728	1	255000
24140924	Mumbai	budget	Volkswagen	Polo	Highline1.2L (P)	2015	petrol	manual	33078	1	329000
23809051	Chennai	assured	Hyundai	Grand i10 Nios	Sportz AMT 1.2 Kappa VTVT	2020	petrol	automatic	31481	2	405000
23902854	Ahmedabad	assured	Maruti Suzuki	Baleno	Zeta 1.2	2018	petrol	manual	21624	1	435000
24094563	Hyderabad	assured	Maruti Suzuki	Wagon R	VXI	2017	petrol	manual	54879	1	290000
24117733	Ahmedabad	assured	Hyundai	Elite i20	Sportz Plus 1.2 CVT	2019	petrol	automatic	23444	1	530000
23802509	Jaipur	assured	Hyundai	Grand i10	Magna AT 1.2 Kappa VTVT	2019	petrol	automatic	81222	1	388000
23508237	Bangalore	assured	Skoda	Kushaq	Style 1.5L TSI MT	2022	petrol	manual	70975	1	1104000
25197914	Hyderabad	budget	Renault	Triber	RXZ	2019	petrol	manual	69147	1	346000
22019314	Delhi	budget	Tata	Altroz	XZ Plus 1.2 Dark Edition	2023	petrol	manual	20799	1	611000
20730544	Lucknow	assured	Honda	WR-V	VX MT Petrol	2017	petrol	manual	47811	1	425000
23325589	Delhi	budget	Toyota	Corolla Altis	G Petrol	2014	petrol	manual	88707	2	360000
23311803	Lucknow	budget	Maruti Suzuki	Baleno	Alpha 1.2	2018	petrol	manual	91742	1	370000
24119330	Kochi	assured	Renault	Kwid	RXT	2016	petrol	manual	39596	1	195000
24122519	Pune	budget	Mahindra	XUV500	W8	2016	diesel	manual	101814	1	585000
23838860	Mumbai	budget	Honda	City	4th Generation SV Petrol	2020	petrol	manual	82064	1	515000
23781895	Ahmedabad	budget	Maruti Suzuki	Swift	ZXi AMT	2020	petrol	automatic	100096	1	450000
24025515	Delhi	assured	Hyundai	Creta	1.6 SX AT VTVT	2019	petrol	automatic	44197	1	755000
25073559	Pune	budget	Maruti Suzuki	Swift	ZXi Plus AMT	2019	petrol	automatic	114327	1	438000
19219204	Pune	assured	Hyundai	Venue	SX 1.0 (O) Turbo iMT	2022	petrol	manual	36749	1	890000
24295623	Bangalore	assured	Maruti Suzuki	Ciaz	ZXI+	2017	petrol	manual	82652	1	470000
24547687	Coimbatore	budget	Hyundai	Venue	SX 1.5 CRDi	2020	diesel	manual	48097	3	500000
24558035	Lucknow	assured	Hyundai	Verna	EX 1.4 VTVT	2018	petrol	manual	66983	1	442000
24207658	Pune	assured	Maruti Suzuki	Celerio	ZXi	2022	petrol	manual	18710	1	423000
21755334	Ahmedabad	assured	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT	2023	petrol	manual	12829	1	566000
17280050	Delhi	budget	Volkswagen	Polo	Comfortline 1.2L (P)	2012	petrol	manual	98066	1	194000
21124061	Delhi	budget	Mahindra	Thar	LX Hard Top Petrol AT 4WD	2021	petrol	automatic	120941	1	930000
24853180	Delhi	assured	Maruti Suzuki	Baleno	Delta 1.2	2016	petrol	manual	71589	1	281500
